"CD_TOPIC";"LB_TOPIC_DESC";"CD_DIVISION";"LB_DIVISION_DESC"
"DRS-17-2015-1";"Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-18-2015";"Communication technologies and interoperability topic 1: interoperable next generation of broadband radio communication system for public safety and security";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-19-2014";"Communication technologies and interoperability topic 2: Next generation emergency services";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-20-2014";"Ethical/Societal Dimension topic 1: Improving protection of Critical infrastructures from insider threats";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-21-2014";"Ethical/Societal Dimension topic 2: Better understanding the links between culture, risk perception and disaster management";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DRS-22-2015";"Ethical/Societal Dimension topic 3: Impact of climate change in third countries on Europe's security";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DS-01-2014";"Privacy";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DS-01-2016";"Assurance and Certification for Trustworthy and Secure ICT systems, services and components";"EU.2.1.1.";"Information and Communication Technologies"
"DS-01-2016";"Assurance and Certification for Trustworthy and Secure ICT systems, services and components";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DS-02-2014";"Access Control";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DS-02-2016";"Cyber Security for SMEs, local public administration and Individuals";"EU.3.7.4.";"Improve cyber security"
"DS-03-2015";"The role of ICT in Critical Infrastructure Protection";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DS-03-2016";"Increasing digital security of health related data on a systemic level";"EU.3.1.";"Health, demographic change and wellbeing"
"DS-03-2016";"Increasing digital security of health related data on a systemic level";"EU.3.7.4.";"Improve cyber security"
"DS-04-2015";"Information driven Cyber Security Management";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DS-04-2016";"Economics of Cybersecurity";"EU.3.7.4.";"Improve cyber security"
"DS-05-2015";"Trust eServices";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DS-05-2016";"EU Cooperation and International Dialogues in Cybersecurity and Privacy Research and Innovation";"EU.3.7.4.";"Improve cyber security"
"DS-05-2016";"EU Cooperation and International Dialogues in Cybersecurity and Privacy Research and Innovation";"EU.3.7.6.";"Ensure privacy and freedom, including in the Internet and enhance the societal, legal and ethical understanding of all areas of security, risk and management"
"DS-05-2016";"EU Cooperation and International Dialogues in Cybersecurity and Privacy Research and Innovation";"EU.3.7.8.";"Support the Union's external security policies including through conflict prevention and peace-building"
"DS-06-2014";"Risk management and assurance models";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DS-06-2017";"Cybersecurity PPP: Cryptography";"EU.2.1.1.";"Information and Communication Technologies"
"DS-06-2017";"Cybersecurity PPP: Cryptography";"EU.3.7.4.";"Improve cyber security"
"DS-07-2015";"Value-sensitive technological innovation in Cybersecurity";"EU.3.7.";"Secure societies - protecting freedom and security of Europe and its citizens"
"DS-07-2017";"Cybersecurity PPP: Addressing Advanced Cyber Security Threats and Threat Actors";"EU.3.7.4.";"Improve cyber security"
"DS-08-2017";"Cybersecurity PPP: Privacy, Data Protection, Digital Identities";"EU.3.7.6.";"Ensure privacy and freedom, including in the Internet and enhance the societal, legal and ethical understanding of all areas of security, risk and management"
"DT-ART-01-2018";"Testing, validation and certification procedures for highly automated driving functions under various traffic scenarios based on pilot test data";"EU.3.4.";"Smart, green and integrated transport"
"DT-ART-02-2018";"Support for networking activities and impact assessment for road automation";"EU.3.4.";"Smart, green and integrated transport"
"DT-ART-03-2019";"Human centred design for the new driver role in highly automated vehicles";"EU.3.4.";"Smart, green and integrated transport"
"DT-ART-04-2019";"Developing and testing shared, connected and cooperative automated vehicle fleets in urban areas for the mobility of all";"EU.3.4.";"Smart, green and integrated transport"
"DT-BG-04-2018-2019";"Sustainable European aquaculture 4.0: nutrition and breeding";"EU.3.2.3.2.";"Developing competitive and environmentally-friendly European aquaculture"
"DT-FOF-01-2018";"Skills needed for new Manufacturing jobs (CSA)";"EU.2.1.5.1.";"Technologies for Factories of the Future"
"DT-FOF-02-2018";"Effective Industrial Human-Robot Collaboration (RIA)";"EU.2.1.5.1.";"Technologies for Factories of the Future"
"DT-FOF-03-2018";"Innovative manufacturing of opto-electrical parts (RIA)";"EU.2.1.5.1.";"Technologies for Factories of the Future"
"DT-FOF-04-2018";"Pilot lines for metal Additive Manufacturing (IA 50%)";"EU.2.1.5.1.";"Technologies for Factories of the Future"
"DT-FOF-05-2019";"Open Innovation for collaborative production engineering (IA)";"EU.2.1.5.1.";"Technologies for Factories of the Future"
"DT-FOF-06-2019";"Refurbishment and re-manufacturing of large industrial equipment (IA)";"EU.2.1.5.1.";"Technologies for Factories of the Future"
"DT-FOF-08-2019";"Pilot lines for modular factories (IA 50%)";"EU.2.1.5.1.";"Technologies for Factories of the Future"
"DT-FOF-12-2019";"Handling systems for flexible materials (RIA)";"EU.2.1.5.1.";"Technologies for Factories of the Future"
"DT-ICT-01-2019";"Smart Anything Everywhere";"EU.2.1.1.";"Information and Communication Technologies"
"DT-ICT-02-2018";"Robotics - Digital Innovation Hubs (DIH)";"EU.2.1.1.";"Information and Communication Technologies"
"DT-ICT-06-2018";"Coordination and Support Activities for Digital Innovation Hub network";"EU.2.1.1.";"Information and Communication Technologies"
"DT-ICT-07-2018-2019";"Digital Manufacturing Platforms for Connected Smart Factories";"EU.2.1.1.";"Information and Communication Technologies"
"DT-ICT-08-2019";"Agricultural digital integration platforms";"EU.2.1.1.";"Information and Communication Technologies"
"DT-ICT-10-2018-19";"Interoperable and smart homes and grids";"EU.2.1.1.";"Information and Communication Technologies"
"DT-ICT-11-2019";"Big data solutions for energy";"EU.2.1.1.";"Information and Communication Technologies"
"DT-ICT-13-2019";"Digital Platforms/Pilots Horizontal Activities";"EU.2.1.1.";"Information and Communication Technologies"
"DT-NMBP-01-2018";"Open Innovation Test Beds for Lightweight, nano-enabled multifunctional composite materials and components (IA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-01-2018";"Open Innovation Test Beds for Lightweight, nano-enabled multifunctional composite materials and components (IA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-02-2018";"Open Innovation Test Beds for Safety Testing of Medical Technologies for Health (IA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-02-2018";"Open Innovation Test Beds for Safety Testing of Medical Technologies for Health (IA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-03-2019";"Open Innovation Test Beds for nano-enabled surfaces and membranes (IA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-03-2019";"Open Innovation Test Beds for nano-enabled surfaces and membranes (IA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-07-2018";"Open Innovation Test Beds for Characterisation (IA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-07-2018";"Open Innovation Test Beds for Characterisation (IA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-08-2019";"Real-time nano-characterisation technologies (RIA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-08-2019";"Real-time nano-characterisation technologies (RIA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-09-2018";"Accelerating the uptake of materials modelling software (IA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-09-2018";"Accelerating the uptake of materials modelling software (IA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-10-2019";"Adopting materials modelling in manufacturing processes (RIA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-10-2019";"Adopting materials modelling in manufacturing processes (RIA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-12-2019";"Sustainable Nano-Fabrication (CSA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-12-2019";"Sustainable Nano-Fabrication (CSA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-18-2019";"Materials, manufacturing processes and devices for organic and large area electronics (IA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-18-2019";"Materials, manufacturing processes and devices for organic and large area electronics (IA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-19-2019";"Advanced materials for additive manufacturing (IA)";"EU.2.1.2.";"Nanotechnologies"
"DT-NMBP-19-2019";"Advanced materials for additive manufacturing (IA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-20-2018";"A digital 'plug and produce' online equipment platform for manufacturing (IA)";"EU.2.1.3.";"Advanced materials"
"DT-NMBP-20-2018";"A digital 'plug and produce' online equipment platform for manufacturing (IA)";"EU.2.1.5.1.";"Technologies for Factories of the Future"
"DT-RUR-12-2018";"ICT Innovation for agriculture – Digital Innovation Hubs for Agriculture";"EU.3.2.1.3.";"Empowerment of rural areas, support to policies and rural innovation"
